k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm,rhs_output_norm,u_s_dev_norm,x_s_norm,reduced_rhs_exact_residual_norm,exact_solve_success,exact_within_bounds,exact_bound_violation_inf,exact_eq_residual_state_inf,exact_eq_residual_output_inf,bounded_solve_success,bounded_residual_norm,box_solve_mode,us_exact_minus_us_bounded_inf,xs_exact_minus_xs_bounded_inf,reduced_rhs_bounded_residual_norm,analysis_target_variant,analysis_x_label,analysis_u_label,analysis_y_label,analysis_d_label,analysis_u_applied_minus_u_s_norm,analysis_u_applied_minus_u_s_phys_norm,analysis_y_current_minus_y_s_norm,analysis_y_current_minus_y_s_phys_norm,analysis_y_s_minus_y_sp_norm,analysis_xhat_minus_x_s_norm,analysis_dhat_minus_d_s_norm,analysis_u_s_dev_norm,analysis_x_s_norm,analysis_reduced_rhs_residual_norm
10,1.214306433183765e-16,1.3322676295501878e-15,1.3617642701562383e-15,True,False,stacked_exact,False,811.3746416336049,32454.985665344197,2.301460189048581,0.5144586130936594,1.3322676295501878e-15,201.84973879953336,0.0,2.819061201981324,812.5969705036625,259.4041916490729,8.881784197001252e-16,True,False,708.9412513514252,1.214306433183765e-16,1.3322676295501878e-15,True,2.8288851078540826,exact_unbounded_fallback_bounded_ls,718.7045493158562,171.81530632082217,2.8288851078540826,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,811.3746416336049,32454.985665344197,2.301460189048581,0.5144586130936594,1.3322676295501878e-15,201.84973879953336,0.0,812.5969705036625,259.4041916490729,8.881784197001252e-16
11,3.122502256758253e-17,4.440892098500626e-16,6.835876298254717e-16,True,False,stacked_exact,False,797.1324849519925,31885.2993980797,2.212549981137306,0.5095261841715677,4.440892098500626e-16,191.06199128174168,0.0,2.845694359507928,798.431956473031,253.58835003599486,8.881784197001252e-16,True,False,700.504603888828,3.122502256758253e-17,4.440892098500626e-16,True,2.858765253131953,exact_unbounded_fallback_bounded_ls,710.2322582531872,169.78989923865288,2.858765253131953,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,797.1324849519925,31885.2993980797,2.212549981137306,0.5095261841715677,4.440892098500626e-16,191.06199128174168,0.0,798.431956473031,253.58835003599486,8.881784197001252e-16
12,1.2836953722228372e-16,4.440892098500626e-16,8.092402539895094e-16,True,False,stacked_exact,False,780.3127859156142,31212.511436624565,2.1242583559286454,0.5159205892744265,4.440892098500626e-16,180.3407225602386,0.0,2.8690117145454757,781.6839668723087,247.05383480621956,4.440892098500626e-16,True,False,689.4070918585185,1.2836953722228372e-16,4.440892098500626e-16,True,2.8852617360239856,exact_unbounded_fallback_bounded_ls,699.0964963050469,167.12775614792557,2.8852617360239856,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,780.3127859156142,31212.511436624565,2.1242583559286454,0.5159205892744265,4.440892098500626e-16,180.3407225602386,0.0,781.6839668723087,247.05383480621956,4.440892098500626e-16
13,1.7915016028143154e-15,2.2644195468014703e-15,2.6166166558386788e-15,True,False,stacked_exact,False,761.3451483047145,30453.80593218858,2.0389027922612697,0.533631498436931,2.2644195468014703e-15,169.87577147856877,0.0,2.8872686613672696,762.7827513085577,239.94525631599902,1.1957467920563633e-15,True,False,676.0139603660934,1.7763568394002505e-15,2.220446049250313e-15,True,2.9065472504271854,exact_unbounded_fallback_bounded_ls,685.6627072169176,163.91624094404466,2.9065472504271854,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,761.3451483047145,30453.80593218858,2.0389027922612697,0.533631498436931,2.2644195468014703e-15,169.87577147856877,0.0,762.7827513085577,239.94525631599902,1.1957467920563633e-15
14,5.898059818321144e-17,9.930136612989092e-16,1.0149011598209102e-15,True,False,stacked_exact,False,740.6904569430159,29627.618277720634,1.9586173953054027,0.5614639618052785,9.930136612989092e-16,159.85145860309174,0.0,2.8991906357934014,742.189757188773,232.41437462465407,8.881784197001252e-16,True,False,660.7276130747389,5.898059818321144e-17,8.881784197001252e-16,True,2.9212849803206726,exact_unbounded_fallback_bounded_ls,670.3335939926342,160.2516248138644,2.9212849803206726,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,740.6904569430159,29627.618277720634,1.9586173953054027,0.5614639618052785,9.930136612989092e-16,159.85145860309174,0.0,742.189757188773,232.41437462465407,8.881784197001252e-16
15,9.020562075079397e-17,0.0,8.795568807460048e-16,True,False,stacked_exact,False,718.8132451879859,28752.529807519433,1.8852496028233667,0.5974692251890159,0.0,150.43641763209496,0.0,2.903906454902996,720.3698343154205,224.611486838029,6.280369834735101e-16,True,False,643.9610958915848,9.020562075079397e-17,0.0,True,2.9285597837270343,exact_unbounded_fallback_bounded_ls,653.5222759768371,156.2326691007129,2.9285597837270343,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,718.8132451879859,28752.529807519433,1.8852496028233667,0.5974692251890159,0.0,150.43641763209496,0.0,720.3698343154205,224.611486838029,6.280369834735101e-16
16,1.6653345369377348e-16,0.0,3.3250210509113197e-16,True,False,stacked_exact,False,696.1633356342011,27846.53342536804,1.8202608100822302,0.6394309100872781,0.0,141.77124239377136,0.0,2.900955199831552,697.7732190980984,216.67938950178197,4.440892098500626e-16,True,False,626.1228505971657,1.6653345369377348e-16,0.0,True,2.927881503515348,exact_unbounded_fallback_bounded_ls,635.637480113877,151.957085089724,2.927881503515348,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,696.1633356342011,27846.53342536804,1.8202608100822302,0.6394309100872781,0.0,141.77124239377136,0.0,697.7732190980984,216.67938950178197,4.440892098500626e-16
17,1.942890293094024e-16,4.965068306494546e-16,8.647912880808809e-16,True,False,stacked_exact,False,673.1565534926025,26926.2621397041,1.7646506051722648,0.6852257953488811,4.440892098500626e-16,133.96578978441838,0.0,2.890155784192431,674.8163567229662,208.74824235330541,8.881784197001252e-16,True,False,607.5965791983446,1.942890293094024e-16,4.440892098500626e-16,True,2.9190524576098134,exact_unbounded_fallback_bounded_ls,617.0631872462583,147.5166682010589,2.9190524576098134,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,673.1565534926025,26926.2621397041,1.7646506051722648,0.6852257953488811,4.440892098500626e-16,133.96578978441838,0.0,674.8163567229662,208.74824235330541,8.881784197001252e-16
18,3.469446951953614e-17,9.155133597044475e-16,9.522997238375053e-16,True,False,stacked_exact,False,650.1648401950823,26006.593607803286,1.7189096922826403,0.7330058599622333,8.881784197001252e-16,127.09383513945922,0.0,2.871563516852568,651.8717007172556,200.9324884020662,4.965068306494546e-16,True,False,588.7315625396928,3.469446951953614e-17,8.881784197001252e-16,True,2.902120438550862,exact_unbounded_fallback_bounded_ls,598.1488103075197,142.99494996414168,2.902120438550862,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,650.1648401950823,26006.593607803286,1.7189096922826403,0.7330058599622333,8.881784197001252e-16,127.09383513945922,0.0,651.8717007172556,200.9324884020662,4.965068306494546e-16
19,2.0816681711721685e-17,1.7763568394002505e-15,1.803770111222929e-15,True,False,stacked_exact,False,627.5102542460745,25100.41016984298,1.6830128418508263,0.7812483864281277,1.7763568394002505e-15,121.19064400339138,0.0,2.8454364152619114,629.2619745547711,193.32923495252246,4.440892098500626e-16,True,False,569.8368173346249,2.0816681711721685e-17,1.7763568394002505e-15,True,2.8773449671420086,exact_unbounded_fallback_bounded_ls,579.2036313980301,138.46586813109184,2.8773449671420086,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,627.5102542460745,25100.41016984298,1.6830128418508263,0.7812483864281277,1.7763568394002505e-15,121.19064400339138,0.0,629.2619745547711,193.32923495252246,4.440892098500626e-16
20,1.734723475976807e-17,0.0,2.0978209420740174e-16,True,False,stacked_exact,False,605.4618007769766,24218.472031079058,1.6564601724928971,0.8287414969551805,0.0,116.25480898926406,0.0,2.8121819556580037,607.2568462777449,186.0176183060996,4.440892098500626e-16,True,False,551.1767762860022,1.734723475976807e-17,0.0,True,2.84514046498025,exact_unbounded_fallback_bounded_ls,560.4922080294313,133.99266848203615,2.84514046498025,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,605.4618007769766,24218.472031079058,1.6564601724928971,0.8287414969551805,0.0,116.25480898926406,0.0,607.2568462777449,186.0176183060996,4.440892098500626e-16
21,9.020562075079397e-17,2.220446049250313e-16,4.538745448097193e-16,True,False,stacked_exact,False,584.236004490642,23369.44017962568,1.638359902684906,0.8745432569343923,0.0,112.25194876601108,0.0,2.772329877911894,586.0733307793546,179.05919335901888,4.440892098500626e-16,True,False,532.9707911462789,9.020562075079397e-17,2.220446049250313e-16,True,2.806048650132346,exact_unbounded_fallback_bounded_ls,542.2340094796889,129.62781789123835,2.806048650132346,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,584.236004490642,23369.44017962568,1.638359902684906,0.8745432569343923,0.0,112.25194876601108,0.0,586.0733307793546,179.05919335901888,4.440892098500626e-16
22,1.1449174941446927e-16,9.155133597044475e-16,9.611980055262565e-16,True,False,stacked_exact,False,563.9988092379103,22559.952369516413,1.6275391253618061,0.9179349920526032,8.881784197001252e-16,109.12128774174924,0.0,2.726500758443875,565.8779663807283,172.49894440058657,2.220446049250313e-16,True,False,515.3940789974474,1.1449174941446927e-16,8.881784197001252e-16,True,2.7607062598509393,exact_unbounded_fallback_bounded_ls,524.6044926377185,125.4132615212048,2.7607062598509393,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,563.9988092379103,22559.952369516413,1.6275391253618061,0.9179349920526032,8.881784197001252e-16,109.12128774174924,0.0,565.8779663807283,172.49894440058657,2.220446049250313e-16
23,4.449557262054371e-16,4.965068306494546e-16,6.671072330136509e-16,True,False,stacked_exact,False,544.868946174192,21794.75784696768,1.6226680178661255,0.958383063093538,4.440892098500626e-16,106.78432010515144,0.0,2.6753640116125403,546.789914251162,166.36665714410768,4.965068306494546e-16,True,False,498.57933311157774,4.440892098500626e-16,4.440892098500626e-16,True,2.7098006470180853,exact_unbounded_fallback_bounded_ls,507.7364431988425,121.38074345222351,2.7098006470180853,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,544.868946174192,21794.75784696768,1.6226680178661255,0.958383063093538,4.440892098500626e-16,106.78432010515144,0.0,546.789914251162,166.36665714410768,4.965068306494546e-16
24,6.938893903907228e-18,4.965068306494546e-16,5.598682687005748e-16,True,False,stacked_exact,False,526.9233829299834,21076.935317199335,1.6223725681624357,0.9955032867604253,4.440892098500626e-16,105.15208689713258,0.0,2.6196336596177554,528.8865287434555,160.67880655766785,4.965068306494546e-16,True,False,482.6213524528801,6.938893903907228e-18,4.440892098500626e-16,True,2.6540656449619053,exact_unbounded_fallback_bounded_ls,491.7248320265091,117.55296765633756,2.6540656449619053,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,526.9233829299834,21076.935317199335,1.6223725681624357,0.9955032867604253,4.440892098500626e-16,105.15208689713258,0.0,528.8865287434555,160.67880655766785,4.965068306494546e-16
25,4.538614817478647e-16,4.440892098500626e-16,6.636399999473029e-16,True,False,stacked_exact,False,510.20227243223144,20408.090897289258,1.6253287552546438,1.029034371792488,4.440892098500626e-16,104.1329362624512,0.0,2.5600375538933955,512.2082712701404,155.4403952929271,0.0,True,False,467.5806548626911,4.440892098500626e-16,4.440892098500626e-16,True,2.594249702095249,exact_unbounded_fallback_bounded_ls,476.6303097750389,113.94443343059544,2.594249702095249,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,510.20227243223144,20408.090897289258,1.6253287552546438,1.029034371792488,4.440892098500626e-16,104.1329362624512,0.0,512.2082712701404,155.4403952929271,0.0
26,8.895055758132639e-16,2.220446049250313e-16,7.850218867957708e-16,True,False,stacked_exact,False,494.71483982147896,19788.59359285916,1.6303287409608185,1.0588157152094462,0.0,103.63761281487466,0.0,2.49730881117533,496.76458885714806,150.6469182441371,2.220446049250313e-16,True,False,453.4884969582688,8.881784197001252e-16,2.220446049250313e-16,True,2.531106683115318,exact_unbounded_fallback_bounded_ls,462.48424803820456,110.56264054663349,2.531106683115318,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,494.71483982147896,19788.59359285916,1.6303287409608185,1.0588157152094462,0.0,103.63761281487466,0.0,496.76458885714806,150.6469182441371,2.220446049250313e-16
27,6.245004513516506e-17,2.220446049250313e-16,2.4429158461505154e-16,True,False,stacked_exact,False,480.4449704788483,19217.79881915393,1.6363205433808434,1.0847695465743892,0.0,103.58264462878385,0.0,2.432173840379212,482.53944425457456,146.28620722740266,4.965068306494546e-16,True,False,440.3516276606494,6.245004513516506e-17,2.220446049250313e-16,True,2.465383582173173,exact_unbounded_fallback_bounded_ls,449.2934984976282,107.40922698458945,2.465383582173173,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,480.4449704788483,19217.79881915393,1.6363205433808434,1.0847695465743892,0.0,103.58264462878385,0.0,482.53944425457456,146.28620722740266,4.965068306494546e-16
28,5.377642775528102e-17,9.155133597044475e-16,9.415164623179005e-16,True,False,stacked_exact,False,467.35631820713365,18694.252728285348,1.6424242773802142,1.1068852576152333,8.881784197001252e-16,103.8919264278506,0.0,2.3653421242526522,469.49647489868903,142.3401132606134,7.021666937153402e-16,True,False,428.15685103592915,5.377642775528102e-17,8.881784197001252e-16,True,2.3978099735124205,exact_unbounded_fallback_bounded_ls,437.0450049658152,104.4810714996404,2.3978099735124205,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,467.35631820713365,18694.252728285348,1.6424242773802142,1.1068852576152333,8.881784197001252e-16,103.8919264278506,0.0,469.49647489868903,142.3401132606134,7.021666937153402e-16
29,2.42861286636753e-17,4.440892098500626e-16,4.662759792999626e-16,True,False,stacked_exact,False,455.3963125630112,18215.852502520444,1.6479345972490727,1.1252090673470794,4.440892098500626e-16,104.49733083582657,0.0,2.297489310773264,457.583316556666,138.78593865884517,7.021666937153402e-16,True,False,416.87480732419243,2.42861286636753e-17,4.440892098500626e-16,True,2.3290817517019087,exact_unbounded_fallback_bounded_ls,425.7095671363079,101.77119339352379,2.3290817517019087,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,455.3963125630112,18215.852502520444,1.6479345972490727,1.1252090673470794,4.440892098500626e-16,104.49733083582657,0.0,457.583316556666,138.78593865884517,7.021666937153402e-16
30,3.9898639947466563e-17,2.220446049250313e-16,3.5915639935654545e-16,True,False,stacked_exact,False,444.501492224332,17780.05968897328,1.6523101248747605,1.1398340361903971,0.0,105.3374843050914,0.0,2.2292632249859827,446.7362734337752,135.59781311021587,2.220446049250313e-16,True,False,406.46453971845,3.9898639947466563e-17,2.220446049250313e-16,True,2.259863210762313,exact_unbounded_fallback_bounded_ls,415.24607421305996,99.26976461655984,2.259863210762313,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,444.501492224332,17780.05968897328,1.6523101248747605,1.1398340361903971,0.0,105.3374843050914,0.0,446.7362734337752,135.59781311021587,2.220446049250313e-16
31,1.734723475976807e-17,8.881784197001252e-16,9.454993147741259e-16,True,False,stacked_exact,False,434.60059004603204,17384.02360184128,1.6551536692172222,1.1508887469931828,8.881784197001252e-16,106.35675950843003,0.0,2.161279221689429,436.8839235024642,132.74778729920078,2.220446049250313e-16,True,False,396.8769498503504,1.734723475976807e-17,8.881784197001252e-16,True,2.190788332824217,exact_unbounded_fallback_bounded_ls,405.6056410490973,96.96509856329999,2.190788332824217,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,434.60059004603204,17384.02360184128,1.6551536692172222,1.1508887469931828,8.881784197001252e-16,106.35675950843003,0.0,436.8839235024642,132.74778729920078,2.220446049250313e-16
32,5.0306980803327406e-17,0.0,1.6585571331320738e-16,True,False,stacked_exact,False,425.6164956652846,17024.659826611383,1.6561941770191806,1.1585312033257054,0.0,107.50544251972357,0.0,2.0940901651126076,427.9490024841382,130.20654103292162,4.440892098500626e-16,True,False,388.05624863325255,5.0306980803327406e-17,0.0,True,2.1224264657526564,exact_unbounded_fallback_bounded_ls,396.73255613701394,94.84387670150507,2.1224264657526564,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,425.6164956652846,17024.659826611383,1.6561941770191806,1.1585312033257054,0.0,107.50544251972357,0.0,427.9490024841382,130.20654103292162,4.440892098500626e-16
33,1.3877787807814457e-16,2.220446049250313e-16,3.003196358915582e-16,True,False,stacked_exact,False,417.46909259656854,16698.76370386274,1.6552672318903556,1.1629431613363734,0.0,108.73838603960114,0.0,2.0281918617671604,419.8512048745593,127.94416192881346,2.220446049250313e-16,True,False,379.9428478571896,1.3877787807814457e-16,2.220446049250313e-16,True,2.055289040303217,exact_unbounded_fallback_bounded_ls,388.56727945092945,92.89186524373798,2.055289040303217,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,417.46909259656854,16698.76370386274,1.6552672318903556,1.1629431613363734,0.0,108.73838603960114,0.0,419.8512048745593,127.94416192881346,2.220446049250313e-16
34,7.28583859910259e-17,8.881784197001252e-16,9.524914989547305e-16,True,False,stacked_exact,False,410.0775729530305,16403.102918121218,1.6522950628695243,1.164324086478192,8.881784197001252e-16,110.01407725945909,0.0,1.9640264715207052,412.5095013006266,125.93079451903557,7.021666937153402e-16,True,False,372.47574187879184,7.28583859910259e-17,8.881784197001252e-16,True,1.9898330067953187,exact_unbounded_fallback_bounded_ls,381.0488610084175,91.09449333482496,1.9898330067953187,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,410.0775729530305,16403.102918121218,1.6522950628695243,1.164324086478192,8.881784197001252e-16,110.01407725945909,0.0,412.5095013006266,125.93079451903557,7.021666937153402e-16
35,4.5102810375396984e-17,0.0,4.003492312520402e-16,True,False,stacked_exact,False,403.36180725162893,16134.472290065158,1.647268231074758,1.162885664427332,0.0,111.29451282423199,0.0,1.901975025274342,405.84356665696384,124.13709298549995,2.220446049250313e-16,True,False,365.5938362882907,4.5102810375396984e-17,0.0,True,1.9264533536021369,exact_unbounded_fallback_bounded_ls,374.116275385907,89.43717208444355,1.9264533536021369,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,403.36180725162893,16134.472290065158,1.647268231074758,1.162885664427332,0.0,111.29451282423199,0.0,405.84356665696384,124.13709298549995,2.220446049250313e-16
36,3.122502256758253e-17,2.220446049250313e-16,2.840775153191234e-16,True,False,stacked_exact,False,397.24330686183436,15889.732274473374,1.6402310344388478,1.1588484276336275,2.220446049250313e-16,112.54531670752927,0.0,1.8423495459162773,399.7747820803359,122.53456067512597,2.220446049250313e-16,True,False,359.2368172602045,3.122502256758253e-17,2.220446049250313e-16,True,1.8654755266728726,exact_unbounded_fallback_bounded_ls,367.7092595627088,87.90549486421023,1.8654755266728726,exact,x_s_exact,u_s_exact,y_s_exact,d_s_exact,397.24330686183436,15889.732274473374,1.6402310344388478,1.1588484276336275,2.220446049250313e-16,112.54531670752927,0.0,399.7747820803359,122.53456067512597,2.220446049250313e-16
