k,residual_dyn_norm,residual_out_norm,residual_total_norm,exact_solution,used_lstsq,solver_mode,requested_mode_fallback,u_applied_minus_u_s_norm,u_applied_minus_u_s_phys_norm,y_current_minus_y_s_norm,y_current_minus_y_s_phys_norm,y_s_minus_y_sp_norm,xhat_minus_x_s_norm,dhat_minus_d_s_norm
1320,1.3010426069826053e-18,2.220446049250313e-16,2.283135829110797e-16,True,False,stacked_exact,False,120.11055019038324,4804.422007615331,0.4499268713029923,0.2764452491900553,0.0,38.42268716080202,0.0
1321,1.0842021724855044e-17,0.0,6.079341505299182e-17,True,False,stacked_exact,False,119.46165256309632,4778.466102523853,0.4467255040055991,0.27394141510565545,0.0,37.76507152867202,0.0
1322,1.1275702593849246e-17,2.220446049250313e-16,2.2359033093479336e-16,True,False,stacked_exact,False,118.66595746850743,4746.638298740298,0.4434837289255802,0.27179052738340537,0.0,37.08641472170262,0.0
1323,2.2204841654057886e-16,0.0,2.2728333907121584e-16,True,False,stacked_exact,False,117.72894945508745,4709.157978203497,0.4401892122654514,0.2699548743841157,0.0,36.39205321158244,0.0
1324,2.0816681711721685e-17,0.0,1.119434728924002e-16,True,False,stacked_exact,False,116.65777061846912,4666.3108247387645,0.436835371933084,0.2683961365126624,0.0,35.68734279950082,0.0
1325,1.7780915628762273e-17,0.0,6.923670405325117e-17,True,False,stacked_exact,False,115.46090819471785,4618.436327788714,0.43342054662357804,0.2670761367460249,0.0,34.977629628991046,0.0
1326,1.5612511283791264e-17,1.1102230246251565e-16,1.640673766232212e-16,True,False,stacked_exact,False,114.14808228164497,4565.923291265799,0.4299466770840398,0.2659570756376672,0.0,34.26805072714906,0.0
1327,6.5052130349130266e-18,1.1102230246251565e-16,1.1434746432227312e-16,True,False,stacked_exact,False,112.72996815841852,4509.198726336741,0.4264181432639137,0.2650018009688875,0.0,33.56350174138285,0.0
1328,1.691355389077387e-17,0.0,1.126077016925349e-16,True,False,stacked_exact,False,111.2179426909618,4448.717707638472,0.42284091223293874,0.2641742663456079,0.0,32.86859839814375,0.0
1329,2.3418766925686896e-17,1.1102230246251565e-16,1.4115981623872426e-16,True,False,stacked_exact,False,109.62392882296767,4384.957152918707,0.4192215016932054,0.2634396470636413,0.0,32.18756620059981,0.0
1330,2.6020852139652106e-18,3.3306690738754696e-16,3.396448825421261e-16,True,False,stacked_exact,False,107.96013984573399,4318.40559382936,0.4155665718434721,0.2627649143665521,4.440892098500626e-16,31.52424502860668,0.0
1331,1.214306433183765e-17,2.220446049250313e-16,2.3872597483019465e-16,True,False,stacked_exact,False,106.23901105107561,4249.5604420430245,0.41188202209331515,0.2621187322376465,0.0,30.881951587785423,0.0
1332,3.469446951953614e-18,1.2412670766236366e-16,1.345004209681895e-16,True,False,stacked_exact,False,104.47289993428548,4178.915997371419,0.4081729953088266,0.26147205788410127,0.0,30.263567444883943,0.0
1333,7.37257477290143e-18,0.0,4.7946630381490765e-17,True,False,stacked_exact,False,102.67406818127292,4106.962727250917,0.4044433629476417,0.26079806560987484,0.0,29.67140430352668,0.0
1334,2.992397996059992e-17,2.220446049250313e-16,2.4202094762246924e-16,True,False,stacked_exact,False,100.8544443483337,4034.177773933348,0.40069582340251303,0.26007248460247,0.0,29.10728754277447,0.0
1335,4.7704895589362195e-18,1.1102230246251565e-16,1.4433022844145126e-16,True,False,stacked_exact,False,99.02554734132774,3961.02189365311,0.39693195897105005,0.25927376093599785,0.0,28.572513638064496,0.0
1336,1.3010426069826053e-17,0.0,3.317385298067176e-17,True,False,stacked_exact,False,97.198389879444,3887.9355951777598,0.39315217091544347,0.2583829555645194,0.0,28.067858333901167,0.0
1337,8.239936510889834e-18,0.0,4.049406003652437e-17,True,False,stacked_exact,False,95.38329468202535,3815.331787281014,0.3893562611973927,0.25738415825477695,0.0,27.59367382286912,0.0
1338,8.239936510889834e-18,0.0,1.0061793237740309e-16,True,False,stacked_exact,False,93.58993720523273,3743.5974882093083,0.3855433408332744,0.25626418239317045,0.0,27.149809483783493,0.0
1339,4.336808689942018e-18,1.1102230246251565e-16,1.245233911217836e-16,True,False,stacked_exact,False,91.82715265353777,3673.086106141511,0.38171228406107394,0.25501269417585515,0.0,26.73576309238544,0.0
1340,1.1275702593849246e-17,0.0,6.63938475321461e-17,True,False,stacked_exact,False,90.10292116779542,3604.116846711817,0.3778621019152804,0.25362224647936993,0.0,26.350684570261528,0.0
1341,8.673617379884035e-19,1.1102230246251565e-16,1.5234424216440137e-16,True,False,stacked_exact,False,88.42436238910486,3536.9744955641945,0.37399198355531804,0.2520879752391374,0.0,25.993392970154925,0.0
1342,1.8214596497756474e-17,0.0,9.653369356973316e-17,True,False,stacked_exact,False,86.79762173788907,3471.904869515563,0.37010166421644725,0.2504075884526874,0.0,25.66250221505313,0.0
1343,1.3877787807814457e-17,1.1102230246251565e-16,1.5516172039650706e-16,True,False,stacked_exact,False,85.22788876852692,3409.115550741077,0.36619181635703046,0.24858141148042737,0.0,25.356434175247863,0.0
1344,1.734723475976807e-18,5.551115123125783e-17,8.216015202827926e-17,True,False,stacked_exact,False,83.71947214735101,3348.7788858940403,0.36226396101245917,0.24661201378899264,0.0,25.07339888005922,0.0
1345,6.938893903907228e-18,1.1443916996305594e-16,1.487028281604934e-16,True,False,stacked_exact,False,82.27571839746888,3291.028735898755,0.35832063802310127,0.2445040910186553,0.0,24.811513539047493,0.0
1346,1.734723475976807e-18,1.1102230246251565e-16,1.1324600907214325e-16,True,False,stacked_exact,False,80.89905070562241,3235.962028224897,0.3543651509560973,0.24226398628097787,0.0,24.568825236461766,0.0
1347,5.637851296924623e-18,1.1102230246251565e-16,1.1227349723507722e-16,True,False,stacked_exact,False,79.59089892607743,3183.6359570430973,0.35040209941217604,0.23989998030161158,0.0,24.343428525737085,0.0
1348,8.673617379884035e-19,0.0,1.0874130598264247e-16,True,False,stacked_exact,False,78.35193979414771,3134.0775917659084,0.34643670605264487,0.23742153225240029,0.0,24.133318480754028,0.0
1349,5.553824967135427e-17,2.2887833992611187e-16,2.6549515357882345e-16,True,False,stacked_exact,False,77.18194941332963,3087.277976533185,0.34247519260893794,0.23483949075755983,0.0,23.93659099063345,0.0
1350,1.5612511283791264e-17,2.7755575615628914e-17,1.1049153067784681e-16,True,False,stacked_exact,False,76.08001825017497,3043.200730006999,0.33852427609977587,0.23216555853488133,0.0,23.75132206651238,0.0
1351,9.540979117872439e-18,1.2412670766236366e-16,1.2562656430703168e-16,True,False,stacked_exact,False,75.04450496120211,3001.780198448084,0.33459114998583533,0.2294122044570606,0.0,23.575680497256883,0.0
1352,3.469446951953614e-18,2.7755575615628914e-17,3.118456643476855e-17,True,False,stacked_exact,False,74.07315237122071,2962.9260948488286,0.3306830985618846,0.22659226720920642,0.0,23.407899065864243,0.0
1353,5.632511157154734e-17,1.1443916996305594e-16,1.3417973127797887e-16,True,False,stacked_exact,False,73.16310274051612,2926.524109620645,0.32680760665287434,0.2237190271351346,0.0,23.246335819887644,0.0
1354,1.734723475976807e-18,1.1102230246251565e-16,1.1566790813629414e-16,True,False,stacked_exact,False,72.31107853309665,2892.4431413238663,0.32297192300510935,0.22080580396569188,0.0,23.08938481425625,0.0
1355,2.6020852139652106e-18,2.7755575615628914e-17,3.141893990733667e-17,True,False,stacked_exact,False,71.5133897442351,2860.5355897694044,0.31918272682554,0.2178656211988426,0.0,22.93555116805411,0.0
1356,5.584220101197091e-17,1.1102230246251565e-16,1.404829185217875e-16,True,False,stacked_exact,False,70.7659489908558,2830.637959634232,0.3154464096968157,0.2149114459999277,0.0,22.783508065385718,0.0
1357,1.24526838058916e-16,2.7755575615628914e-17,1.0855945826995002e-16,True,False,stacked_exact,False,70.06450902125148,2802.580360850059,0.3117683789359912,0.21195553693166674,0.0,22.63195563618321,0.0
1358,3.0357660829594124e-18,1.1102230246251565e-16,1.1541211481051213e-16,True,False,stacked_exact,False,69.40456254702251,2776.1825018809,0.30815337769273027,0.209009688352798,0.0,22.47978847803685,0.0
1359,1.2442938235622048e-16,2.7755575615628914e-17,1.183007553882267e-16,True,False,stacked_exact,False,68.78154552844875,2751.26182113795,0.30460521917104627,0.2060849579309089,0.0,22.3259732701219,0.0
1360,5.640019284429067e-17,0.0,8.289857786192957e-17,True,False,stacked_exact,False,68.19086475966499,2727.6345903866004,0.30112666798930443,0.20319149408202544,0.0,22.169596640446215,0.0
1361,1.1118819697665798e-16,0.0,1.411601663987465e-16,True,False,stacked_exact,False,67.62792292111801,2705.1169168447204,0.29771970116409285,0.20033871434678227,0.0,22.009895500250984,0.0
1362,8.239936510889834e-18,1.1102230246251565e-16,1.1140134082532536e-16,True,False,stacked_exact,False,67.08827587725511,2683.5310350902046,0.2943850439430251,0.1975347976030005,0.0,21.84617052072513,0.0
1363,4.119968255444917e-18,1.1102230246251565e-16,1.1907873289229494e-16,True,False,stacked_exact,False,66.56752562775465,2662.701025110186,0.29112269200010366,0.19478706612918276,0.0,21.677933193907784,0.0
1364,5.579671386619298e-17,1.1102230246251565e-16,1.3051224618698899e-16,True,False,stacked_exact,False,66.06152075535445,2642.460830214178,0.287931731865413,0.1921017438638372,0.0,21.504761614986815,0.0
1365,5.760654990467128e-17,1.1102230246251565e-16,1.2751127537603635e-16,True,False,stacked_exact,False,65.5663312119069,2622.6532484762765,0.2848104601109182,0.18948396598988265,0.0,21.326364831661344,0.0
1366,4.336808689942018e-19,0.0,5.389083204912438e-17,True,False,stacked_exact,False,65.0782774924633,2603.131099698532,0.2817566897670898,0.18693798414041926,0.0,21.142579935284733,0.0
1367,3.686287386450715e-18,1.1102230246251565e-16,1.1176084012522034e-16,True,False,stacked_exact,False,64.59403467362522,2583.7613869450092,0.2787675003229396,0.18446684938468658,0.0,20.953302020797818,0.0
1368,1.1103585416259206e-16,2.220446049250313e-16,2.3416290396154115e-16,True,False,stacked_exact,False,64.11052907923501,2564.4211631694006,0.2758396622666647,0.1820727218398523,0.0,20.75859335921076,0.0
1369,4.7704895589362195e-18,1.1443916996305594e-16,1.2338736361895504e-16,True,False,stacked_exact,False,63.62504799023658,2545.001919609463,0.2729696273295213,0.17975680782041661,0.0,20.55858635373549,0.0
1370,8.673617379884035e-19,0.0,4.555187385910841e-17,True,False,stacked_exact,False,63.13521791556838,2525.4087166227355,0.2701536405747005,0.1775194108599785,0.0,20.35350705129025,0.0
1371,7.589415207398531e-18,0.0,2.4268504880853187e-17,True,False,stacked_exact,False,62.63900319983914,2505.560127993566,0.26738788285736564,0.17536003042229265,0.0,20.14367184051395,0.0
1372,1.1103267813128674e-16,0.0,1.3347641605531697e-16,True,False,stacked_exact,False,62.13472012953198,2485.388805181279,0.264668555683803,0.17327742673503274,0.0,19.929465364639668,0.0
1373,0.0,0.0,5.166642483926026e-17,True,False,stacked_exact,False,61.621029273096376,2464.841170923855,0.2619919355941994,0.17126967067163104,0.0,19.71133227722192,0.0
1374,1.112668257067682e-16,2.220446049250313e-16,2.6238314587806664e-16,True,False,stacked_exact,False,61.096917914391724,2443.8767165756694,0.25935441772434414,0.16933419514590603,0.0,19.48977624083575,0.0
1375,4.336808689942018e-18,2.7755575615628914e-17,6.038001664856408e-17,True,False,stacked_exact,False,60.56167594550425,2422.4670378201695,0.25675275365796657,0.16746806012079468,0.0,19.26535671593655,0.0
1376,8.890457814381136e-18,0.0,3.1085612748881176e-17,True,False,stacked_exact,False,60.014946265036016,2400.5978506014403,0.25418391728279904,0.16566788200353233,0.0,19.03861751176318,0.0
1377,1.3010426069826053e-18,1.1102230246251565e-16,1.2349080642408628e-16,True,False,stacked_exact,False,59.45664878184938,2378.265951273975,0.2516449507993011,0.16392972119464486,0.0,18.810130250962043,0.0
1378,5.854691731421724e-18,1.1102230246251565e-16,1.1643862438800962e-16,True,False,stacked_exact,False,58.88688197502163,2355.475279000865,0.24913329606000004,0.16224945148700465,0.0,18.580548374815283,0.0
1379,1.1926223897340549e-17,1.1102230246251565e-16,1.1491129373333915e-16,True,False,stacked_exact,False,58.30601719701133,2332.240687880453,0.24664667727268566,0.16062273330204252,0.0,18.35049164448648,0.0
1380,1.4094628242311558e-17,1.1102230246251565e-16,1.2388636320352754e-16,True,False,stacked_exact,False,57.71464687003496,2308.585874801399,0.24418306390055738,0.15904505168591754,0.0,18.120565309597776,0.0
1381,1.5178830414797062e-18,0.0,2.6204807455930467e-17,True,False,stacked_exact,False,57.11354405327493,2284.541762130997,0.2417406074381752,0.1575117247565709,0.0,17.891369089414365,0.0
1382,1.1102759629222426e-16,0.0,9.116105562101939e-17,True,False,stacked_exact,False,56.5036123179411,2260.1444927176435,0.23931789941095902,0.15601823693283987,0.0,17.66350677256462,0.0
1383,1.9949319973733282e-17,0.0,3.071698935804452e-17,True,False,stacked_exact,False,55.88596528730609,2235.4386114922436,0.2369135951703261,0.15455996313945333,0.0,17.43748955157991,0.0
1384,4.336808689942018e-19,0.0,3.992653261787771e-17,True,False,stacked_exact,False,55.261773552265936,2210.470942090638,0.23452668738825605,0.153132495742551,0.0,17.21384160441457,0.0
1385,4.336808689942018e-19,1.6883057536160649e-16,1.726181279725224e-16,True,False,stacked_exact,False,54.632336021066436,2185.293440842657,0.23215625197347722,0.15173147569338435,0.0,16.99301016617102,0.0
1386,3.2526065174565133e-18,5.551115123125783e-17,7.113492365827592e-17,True,False,stacked_exact,False,53.99897717480274,2159.95908699211,0.22980162653159578,0.15035282140028594,0.0,16.775427839248906,0.0
1387,1.1110697347012682e-16,5.551115123125783e-17,1.1212827023116e-16,True,False,stacked_exact,False,53.36308867215212,2134.5235468860847,0.22746229623275513,0.1489926844300631,0.0,16.561451526613087,0.0
1388,2.168404344971009e-18,0.0,5.778286828180686e-17,True,False,stacked_exact,False,52.726077405663546,2109.043096226542,0.22513780555420015,0.1476474061560377,0.0,16.351385898974392,0.0
1389,1.734723475976807e-18,0.0,5.226171961505063e-17,True,False,stacked_exact,False,52.089314739934125,2083.572589597365,0.22282782159749015,0.14631361078896746,0.0,16.145509614457445,0.0
1390,1.0842021724855044e-17,5.551115123125783e-17,5.949306492254628e-17,True,False,stacked_exact,False,51.45414693842888,2058.1658775371548,0.22053210466727252,0.1449882104268554,0.0,15.944049007750829,0.0
1391,1.734723475976807e-18,1.1443916996305594e-16,1.1665737414215527e-16,True,False,stacked_exact,False,50.82187509410979,2032.8750037643917,0.21825056836779938,0.1436684910745019,0.0,15.747180083088649,0.0
1392,2.168404344971009e-19,5.551115123125783e-17,6.86051408118331e-17,True,False,stacked_exact,False,50.19376885513536,2007.7507542054148,0.21598315590225095,0.142352015082035,0.0,15.555008387201736,0.0
1393,1.0842021724855044e-18,5.551115123125783e-17,7.762486298729948e-17,True,False,stacked_exact,False,49.57101085769592,1982.8404343078369,0.21372980639407502,0.14103658926634288,0.0,15.367608163055104,0.0
1394,8.673617379884035e-19,5.551115123125783e-17,7.046251563267069e-17,True,False,stacked_exact,False,48.95467236484297,1958.1868945937188,0.21149076013264972,0.13972056903069607,0.0,15.185036527958513,0.0
1395,3.2526065174565133e-18,5.551115123125783e-17,5.927039970409614e-17,True,False,stacked_exact,False,48.345818300039156,1933.8327320015662,0.20926621500801804,0.13840254897777965,0.0,15.007234591425995,0.0
1396,4.119968255444917e-18,5.551115123125783e-17,7.201186049773284e-17,True,False,stacked_exact,False,47.74538197505561,1909.815279002224,0.2070564889522422,0.13708150426758814,0.0,14.834136420580005,0.0
1397,2.168404344971009e-18,0.0,1.3165876628885728e-17,True,False,stacked_exact,False,47.15420186704889,1886.1680746819554,0.20486195919830227,0.13575673086337411,0.0,14.665630658472573,0.0
1398,4.553649124439119e-18,2.7755575615628914e-17,4.409574679257538e-17,True,False,stacked_exact,False,46.57300299616137,1862.9201198464552,0.2026829966462463,0.13442776815865723,0.0,14.50157596812769,0.0
1399,3.686287386450715e-18,0.0,5.440798765966118e-17,True,False,stacked_exact,False,46.002373023957276,1840.094920958291,0.20051997196223637,0.1330943828207092,0.0,14.341825182376533,0.0
1400,4.7704895589362195e-18,5.551115123125783e-17,6.015961167803843e-17,True,False,stacked_exact,False,45.442765887175504,1817.7106354870202,0.19837344399726675,0.13175673834132254,0.0,14.186224088176465,0.0
1401,4.336808689942018e-19,1.1443916996305594e-16,1.146683901354836e-16,True,False,stacked_exact,False,44.89457744978111,1795.7830979912444,0.1962439440462377,0.13041518678010586,0.0,14.034550665425131,0.0
1402,6.505213034913027e-19,6.206335383118183e-17,6.779896356148002e-17,True,False,stacked_exact,False,44.358077885217064,1774.3231154086827,0.19413200754059476,0.1290702736480295,0.0,13.88658432901394,0.0
1403,1.1058862159352145e-17,5.551115123125783e-17,5.774993175353835e-17,True,False,stacked_exact,False,43.83342003147704,1753.3368012590818,0.19203815100878502,0.12772269504986158,0.0,13.742104559030965,0.0
1404,4.336808689942018e-18,1.1102230246251565e-16,1.1826821160869222e-16,True,False,stacked_exact,False,43.32064322097789,1732.825728839116,0.1899629480894187,0.12637335279746537,0.0,13.600895280838262,0.0
1405,5.421010862427522e-18,5.551115123125783e-17,6.130396074499004e-17,True,False,stacked_exact,False,42.81971196889867,1712.7884787559465,0.18790700494101228,0.12502332230160526,0.0,13.462719429996401,0.0
1406,3.2526065174565133e-18,2.7755575615628914e-17,5.07571746697111e-17,True,False,stacked_exact,False,42.33051984912498,1693.2207939649993,0.18587095282995827,0.12367383457327522,0.0,13.327325995491861,0.0
1407,4.336808689942018e-18,5.551115123125783e-17,6.300033257826092e-17,True,False,stacked_exact,False,41.85289211815968,1674.1156847263874,0.1838553624300665,0.12232617944487424,0.0,13.194455565190504,0.0
1408,6.505213034913027e-19,6.206335383118183e-17,6.425698718783852e-17,True,False,stacked_exact,False,41.386562744179265,1655.4625097671706,0.18186079755974463,0.12098173688947243,0.0,13.06386872190181,0.0
1409,5.421010862427522e-18,0.0,5.2081930604021937e-17,True,False,stacked_exact,False,40.931203184424575,1637.2481273769831,0.17988767803190633,0.11964182749685442,0.0,12.93532872046047,0.0
1410,1.1492543028346347e-17,5.551115123125783e-17,6.168844740314172e-17,True,False,stacked_exact,False,40.48638985781545,1619.4555943126181,0.1779364029359548,0.11830780486127183,0.0,12.808640770963567,0.0
1411,1.1058862159352145e-17,1.1188630228279524e-16,1.1774157383299152e-16,True,False,stacked_exact,False,40.051658118561456,1602.0663247424584,0.17600739485919004,0.11698109165084748,0.0,12.683612231640547,0.0
1412,7.806255641895632e-18,5.721958498152797e-17,7.390030877461755e-17,True,False,stacked_exact,False,39.626539001621076,1585.0615600648432,0.17410092297104363,0.11566300063276,0.0,12.560033786262819,0.0
1413,1.5178830414797062e-18,5.551115123125783e-17,6.18032668828541e-17,True,False,stacked_exact,False,39.21050518055434,1568.4202072221738,0.17221723765661212,0.11435484143299879,0.0,12.437737556033671,0.0
1414,2.964296775167217e-17,5.721958498152797e-17,6.473524018639061e-17,True,False,stacked_exact,False,38.80302113070528,1552.1208452282112,0.17035653620892469,0.11305788149212348,0.0,12.316558495530142,0.0
1415,2.168404344971009e-19,5.551115123125783e-17,6.319907381281663e-17,True,False,stacked_exact,False,38.40354760354822,1536.1419041419288,0.16851888393137832,0.11177325633560924,0.0,12.196340810363054,0.0
1416,2.8322382403341865e-17,5.721958498152797e-17,7.923762320327824e-17,True,False,stacked_exact,False,38.011517357397324,1520.4606942958926,0.16670438576020374,0.11050212106577417,0.0,12.076964994412467,0.0
1417,5.571575613461147e-17,0.0,6.205619670395081e-17,True,False,stacked_exact,False,37.626401937839255,1505.05607751357,0.16491295830269703,0.1092454274205439,0.0,11.958294548056195,0.0
1418,1.951563910473908e-18,5.551115123125783e-17,8.040343759270578e-17,True,False,stacked_exact,False,37.24764074449891,1489.9056297799564,0.16314451185353857,0.10800407683155014,0.0,11.840245785271359,0.0
1419,2.7769124835677133e-17,5.551115123125783e-17,6.603882993077959e-17,True,False,stacked_exact,False,36.87470448178215,1474.988179271286,0.1613988430405931,0.10677881300232914,0.0,11.72273541671765,0.0
1420,3.469446951953614e-18,5.721958498152797e-17,6.693588658434491e-17,True,False,stacked_exact,False,36.50706847464193,1460.2827389856775,0.15967574253720718,0.10557031399232925,0.0,11.605709668298639,0.0
1421,3.469446951953614e-18,1.3877787807814457e-17,5.586885087863663e-17,True,False,stacked_exact,False,36.14425046077479,1445.770018430992,0.15797496108579306,0.10437915955295357,0.0,11.489114035051541,0.0
1422,1.0842021724855044e-18,6.206335383118183e-17,7.34278734337206e-17,True,False,stacked_exact,False,35.785803849462035,1431.4321539784814,0.15629620011148077,0.10320581702838466,0.0,11.372903534154768,0.0
1423,1.4094628242311558e-18,5.551115123125783e-17,7.51418360855613e-17,True,False,stacked_exact,False,35.43131078485836,1417.2524313943347,0.15463904621153715,0.10205056849522372,0.0,11.257049580120556,0.0
1424,2.84590162816032e-17,5.721958498152797e-17,8.735794108476347e-17,True,False,stacked_exact,False,35.0803600121744,1403.2144004869763,0.15300306660842772,0.10091359087712208,0.0,11.141562224979314,0.0
1425,1.0842021724855044e-18,5.551115123125783e-17,7.732699630786024e-17,True,False,stacked_exact,False,34.732578256886,1389.30313027544,0.15138789600250566,0.09979504501660129,0.0,11.026459592218927,0.0
1426,2.7809732887839817e-17,5.551115123125783e-17,6.788133851456253e-17,True,False,stacked_exact,False,34.38766930663632,1375.506772265453,0.149793063202775,0.09869491379947105,0.0,10.911738077442608,0.0
1427,6.071532165918825e-18,0.0,1.5293280506231745e-17,True,False,stacked_exact,False,34.04534748955251,1361.8138995821002,0.1482181152423364,0.09761311296185197,0.0,10.79742991116568,0.0
1428,2.776319786554118e-17,0.0,2.0269946573130913e-17,True,False,stacked_exact,False,33.70537314221929,1348.2149256887715,0.1466625415826826,0.09654942043702879,0.0,10.683569440607952,0.0
1429,2.7797049244164496e-17,5.551115123125783e-17,6.937437364884829e-17,True,False,stacked_exact,False,33.36752987790979,1334.7011951163913,0.14512586454998086,0.09550356208472972,0.0,10.570213144762034,0.0
1430,2.168404344971009e-18,1.3877787807814457e-17,1.5350715439779376e-17,True,False,stacked_exact,False,33.03165169951876,1321.2660679807502,0.14360764194715733,0.09447522424654192,0.0,10.45741240426636,0.0
1431,2.7765949830445153e-17,5.721958498152797e-17,6.92058905307046e-17,True,False,stacked_exact,False,32.697624003720634,1307.9049601488252,0.14210739098987907,0.09346398546577402,0.0,10.345211344549034,0.0
1432,2.0599841277224584e-18,5.551115123125783e-17,5.916344679653305e-17,True,False,stacked_exact,False,32.365351588289194,1294.6140635315678,0.14062464148703577,0.09246936693010688,0.0,10.233673405956761,0.0
1433,5.7462715141731735e-18,5.721958498152797e-17,5.834257603297456e-17,True,False,stacked_exact,False,32.03477095217145,1281.390838086858,0.1391589695238809,0.09149087321370356,0.0,10.122865777086814,0.0
1434,2.7758963540648015e-17,5.551115123125783e-17,6.79508936007195e-17,True,False,stacked_exact,False,31.705862489179868,1268.2344995671947,0.13770993393178588,0.09052793906585145,0.0,10.012845967929662,0.0
1435,3.2526065174565133e-18,5.551115123125783e-17,5.769865109288943e-17,True,False,stacked_exact,False,31.37862285327229,1255.1449141308915,0.13627714830169121,0.089580003219646,0.0,9.903681949942735,0.0
1436,5.421010862427522e-19,0.0,8.810976365527667e-18,True,False,stacked_exact,False,31.0530849396902,1242.123397587608,0.13486024148682338,0.08864648090729291,0.0,9.795430616206541,0.0
1437,2.927345865710862e-18,0.0,2.5276529582085294e-17,True,False,stacked_exact,False,30.729306880629434,1229.1722752251774,0.13345888691111177,0.08772680023378843,0.0,9.688148169089814,0.0
1438,1.951563910473908e-18,5.551115123125783e-17,6.158778612545779e-17,True,False,stacked_exact,False,30.407372809928553,1216.294912397142,0.1320727476753657,0.08682035772003224,0.0,9.58188157935361,0.0
1439,5.560012426703733e-17,0.0,4.626103375538991e-17,True,False,stacked_exact,False,30.08736865395817,1203.4947461583267,0.13070147128227277,0.0859265133273808,0.0,9.476685457706129,0.0
1440,5.552639573108236e-17,5.551115123125783e-17,8.102538139905834e-17,True,False,stacked_exact,False,29.769379619028722,1190.775184761149,0.12934468911158611,0.08504458871032307,0.0,9.372623417914289,0.0
1441,5.421010862427522e-19,0.0,2.4858857283124675e-17,True,False,stacked_exact,False,29.453484846972906,1178.1393938789163,0.12800216658725816,0.08417401978947389,0.0,9.269765685130706,0.0
1442,4.7704895589362195e-18,5.551115123125783e-17,6.304079382617224e-17,True,False,stacked_exact,False,29.139817183992932,1165.5926873597173,0.12667361928231263,0.0833141933412461,0.0,9.168140129121662,0.0
1443,5.561946577567963e-17,5.551115123125783e-17,7.338042607162967e-17,True,False,stacked_exact,False,28.82849421131386,1153.1397684525543,0.12535884830288338,0.08246457789777055,0.0,9.06778980537538,0.0
1444,2.710505431213761e-18,1.3877787807814457e-17,2.677589649943084e-17,True,False,stacked_exact,False,28.519661775835452,1140.7864710334181,0.12405776224147362,0.0816247638982358,0.0,8.968735885571464,0.0
1445,1.3010426069826053e-18,5.551115123125783e-17,6.10581568040795e-17,True,False,stacked_exact,False,28.213499191945484,1128.5399676778193,0.12277010019962072,0.08079420032971622,0.0,8.870966248995897,0.0
1446,2.710505431213761e-18,1.1188630228279524e-16,1.1338777990225341e-16,True,False,stacked_exact,False,27.91010855690737,1116.4043422762948,0.12149567787083114,0.07997241569489841,0.0,8.77452611844267,0.0
1447,4.228388472693467e-18,1.3877787807814457e-17,1.6661449485813313e-17,True,False,stacked_exact,False,27.609601445110524,1104.3840578044208,0.12023433999141918,0.07915898268357906,0.0,8.679441433759829,0.0
1448,6.505213034913027e-19,0.0,1.803295433224827e-17,True,False,stacked_exact,False,27.31209614773095,1092.4838459092382,0.11898605427101808,0.07835361956610327,0.0,8.58572316214111,0.0
1449,4.336808689942018e-18,0.0,2.7594590843397717e-17,True,False,stacked_exact,False,27.017742444259994,1080.7096977703998,0.11775058480525212,0.07755587777109833,0.0,8.493341307884226,0.0
1450,1.5178830414797062e-18,5.551115123125783e-17,5.847219016031251e-17,True,False,stacked_exact,False,26.72660603529415,1069.064241411766,0.11652794924805986,0.07676557234635738,0.0,8.402330727792322,0.0
1451,2.6020852139652106e-18,0.0,5.163966844349661e-18,True,False,stacked_exact,False,26.438820331833767,1057.5528132733507,0.11531793332472731,0.07598232991948542,0.0,8.312649171960402,0.0
1452,4.228388472693467e-18,2.7755575615628914e-17,3.0196436970803456e-17,True,False,stacked_exact,False,26.15442735130968,1046.177094052387,0.11412048417430407,0.07520594682078134,0.0,8.224321700539887,0.0
1453,2.168404344971009e-19,0.0,2.9775601656432044e-17,True,False,stacked_exact,False,25.873506063093522,1034.9402425237408,0.11293545191761045,0.07443615264402358,0.0,8.137326255441902,0.0
1454,4.336808689942018e-19,2.7755575615628914e-17,3.008729195471929e-17,True,False,stacked_exact,False,25.596098048696387,1023.8439219478554,0.11176294857897681,0.07367295848952406,0.0,8.051664859135549,0.0
1455,5.421010862427522e-19,2.7755575615628914e-17,3.1764260857689156e-17,True,False,stacked_exact,False,25.322314642774096,1012.8925857109639,0.11060277830831225,0.07291611899348528,0.0,7.967257493630944,0.0
1456,1.4094628242311558e-18,2.7755575615628914e-17,2.9937692207410025e-17,True,False,stacked_exact,False,25.05215232066347,1002.0860928265387,0.10945499140396947,0.07216564006221134,0.0,7.884120124351917,0.0
1457,8.673617379884035e-19,2.7755575615628914e-17,2.9070447086126594e-17,True,False,stacked_exact,False,24.785667643002398,991.4267057200958,0.1083196311910223,0.07142156390624595,0.0,7.802197582810059,0.0
1458,1.6263032587282567e-18,2.7755575615628914e-17,3.5955470109062164e-17,True,False,stacked_exact,False,24.52290794563199,980.9163178252795,0.1071966259360642,0.07068385451981295,0.0,7.721429948139515,0.0
1459,1.4094628242311558e-18,5.551115123125783e-17,5.666074148801659e-17,True,False,stacked_exact,False,24.263857873483428,970.5543149393372,0.10608593680408837,0.06995252538476236,0.0,7.64179737482037,0.0
