episode,step_start,step_stop_exclusive,n_steps,reward_mean,reward_sum,reward_no_penalty_mean,reward_no_penalty_sum,fallback_penalty_mean,fallback_penalty_sum,diagnostic_unsafe_count,diagnostic_unsafe_rate,diagnostic_unstable_count,diagnostic_unstable_rate,actual_intervention_count,actual_intervention_rate,accepted_candidate_count,fallback_count,fallback_verified_count,fallback_unverified_count,target_fail_hold_prev_count,solver_fail_hold_prev_count,target_failure_count,min_contraction_margin,max_executed_action_gap_inf,output_rmse_mean,output_max_abs_error,output0_rmse,output1_rmse,output0_max_abs_error,output1_max_abs_error,case,family,gate,phase
62,48800,49600,800,-5.10299838651848,-4082.398709214784,-5.10299838651848,-4082.398709214784,0.0,0.0,135,0.16875,135,0.16875,0,0.0,0,0,0,0,0,0,2,-62.859412205068566,0.0,0.2179482311338824,2.875112610025326,0.1189341973194829,0.316962264948282,1.098867860131072,2.875112610025326,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
63,49600,50400,800,-4.969047069263947,-3975.237655411158,-4.969047069263947,-3975.237655411158,0.0,0.0,75,0.09375,75,0.09375,0,0.0,0,0,0,0,0,0,3,-59.6727102325857,0.0,0.2170309579133174,2.81449434073744,0.1165279051443411,0.3175340106822937,1.081436123330076,2.81449434073744,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
64,50400,51200,800,-4.831955475267928,-3865.5643802143422,-4.831955475267928,-3865.5643802143422,0.0,0.0,65,0.08125,65,0.08125,0,0.0,0,0,0,0,0,0,3,-61.60955457929026,0.0,0.2072790450982401,2.7508701892580234,0.1165622752560861,0.2979958149403941,1.086699342207481,2.7508701892580234,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
65,51200,52000,800,-4.683272209139244,-3746.617767311396,-4.683272209139244,-3746.617767311396,0.0,0.0,71,0.08875,71,0.08875,0,0.0,0,0,0,0,0,0,3,-59.74699407781452,0.0,0.2071621634159165,2.7669897206707788,0.113679783395081,0.3006445434367521,1.0730040997683197,2.7669897206707788,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
66,52000,52800,800,-4.793333037487519,-3834.666429990016,-4.793333037487519,-3834.666429990016,0.0,0.0,125,0.15625,125,0.15625,0,0.0,0,0,0,0,0,0,3,-62.65895713259158,0.0,0.2127020211601299,2.7678514492970976,0.114262784735205,0.3111412575850549,1.0735611879211202,2.7678514492970976,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
67,52800,53600,800,-4.877174694252616,-3901.739755402093,-4.877174694252616,-3901.739755402093,0.0,0.0,95,0.11875,95,0.11875,0,0.0,0,0,0,0,0,0,4,-58.41472943556698,0.0,0.2130698380363349,2.779438724899592,0.1156654156333972,0.3104742604392725,1.0735169372815778,2.779438724899592,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
68,53600,54400,800,-4.82544287870622,-3860.354302964976,-4.82544287870622,-3860.354302964976,0.0,0.0,102,0.1275,102,0.1275,0,0.0,0,0,0,0,0,0,4,-63.16420149740998,0.0,0.2035393324079115,2.6914047778458894,0.1169308965198941,0.2901477682959288,1.0936707410308153,2.6914047778458894,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
69,54400,55200,800,-4.708620956948755,-3766.896765559004,-4.708620956948755,-3766.896765559004,0.0,0.0,64,0.08,64,0.08,0,0.0,0,0,0,0,0,0,4,-60.87561694709802,0.0,0.2016305052233901,2.674244426719042,0.115570438981346,0.2876905714654342,1.0953061094253855,2.674244426719042,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
70,55200,56000,800,-4.897749248742091,-3918.1993989936727,-4.897749248742091,-3918.1993989936727,0.0,0.0,83,0.10375,83,0.10375,0,0.0,0,0,0,0,0,0,4,-62.59615941274853,0.0,0.2135361571391012,2.6964018031868022,0.1163511454126182,0.3107211688655842,1.0936678845210597,2.6964018031868022,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
71,56000,56800,800,-4.783935223395613,-3827.1481787164894,-4.783935223395613,-3827.1481787164894,0.0,0.0,85,0.10625,85,0.10625,0,0.0,0,0,0,0,0,0,2,-63.38856462694298,0.0,0.2058682174837192,2.6769527206348016,0.1157313907317979,0.2960050442356404,1.0880318452092936,2.6769527206348016,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
72,56800,57600,800,-4.884379058317781,-3907.5032466542248,-4.884379058317781,-3907.5032466542248,0.0,0.0,83,0.10375,83,0.10375,0,0.0,0,0,0,0,0,0,2,-64.00845743006039,0.0,0.2122075220307051,2.675181421708146,0.1160680544639612,0.3083469895974489,1.0975337635628466,2.675181421708146,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
73,57600,58400,800,-4.8346410279992975,-3867.7128223994378,-4.8346410279992975,-3867.7128223994378,0.0,0.0,83,0.10375,83,0.10375,0,0.0,0,0,0,0,0,0,4,-61.84506319199829,0.0,0.2040573625562578,2.6679581002809414,0.1169919716166398,0.2911227534958758,1.0949628847468929,2.6679581002809414,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
74,58400,59200,800,-4.790442713493037,-3832.3541707944296,-4.790442713493037,-3832.3541707944296,0.0,0.0,95,0.11875,95,0.11875,0,0.0,0,0,0,0,0,0,3,-62.9390179320111,0.0,0.2010333815848495,2.6515174075830714,0.1169832133080636,0.2850835498616355,1.0940870030617158,2.6515174075830714,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
75,59200,60000,800,-4.451804906506853,-3561.443925205482,-4.451804906506853,-3561.443925205482,0.0,0.0,88,0.11,88,0.11,0,0.0,0,0,0,0,0,0,3,-63.53890128956846,0.0,0.1805571825288339,2.5982231303330536,0.1155116823695139,0.2456026826881538,1.0902485280301426,2.5982231303330536,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
76,60000,60800,800,-4.535428043367349,-3628.342434693879,-4.535428043367349,-3628.342434693879,0.0,0.0,32,0.04,32,0.04,0,0.0,0,0,0,0,0,0,4,-69.29824916193627,0.0,0.1863842664829656,2.6189096664438125,0.1160039485463396,0.2567645844195915,1.093448354797061,2.6189096664438125,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
77,60800,61600,800,-4.44132606238994,-3553.0608499119526,-4.44132606238994,-3553.0608499119526,0.0,0.0,35,0.04375,35,0.04375,0,0.0,0,0,0,0,0,0,4,-64.90882885948304,0.0,0.1821145499733018,2.643626458100641,0.1150309262620543,0.2491981736845493,1.0703982578949405,2.643626458100641,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
78,61600,62400,800,-4.333263638328633,-3466.6109106629065,-4.333263638328633,-3466.6109106629065,0.0,0.0,95,0.11875,95,0.11875,0,0.0,0,0,0,0,0,0,3,-65.47938706164473,0.0,0.1777767488866904,2.5969512072353496,0.1143308429178851,0.2412226548554958,1.0664492294436378,2.5969512072353496,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
79,62400,63200,800,-4.324396035471909,-3459.5168283775274,-4.324396035471909,-3459.5168283775274,0.0,0.0,115,0.14375,115,0.14375,0,0.0,0,0,0,0,0,0,3,-63.522702859857645,0.0,0.1732228992835247,2.5964156544758907,0.1148692144114249,0.2315765841556244,1.0640365982452011,2.5964156544758907,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
80,63200,64000,800,-4.355159153751453,-3484.127323001162,-4.355159153751453,-3484.127323001162,0.0,0.0,87,0.10875,87,0.10875,0,0.0,0,0,0,0,0,0,3,-65.1789941331624,0.0,0.1782018557385852,2.6139340843861305,0.1145795943474653,0.2418241171297052,1.0698799013421412,2.6139340843861305,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
81,64000,64800,800,-4.334161581736261,-3467.3292653890085,-4.334161581736261,-3467.3292653890085,0.0,0.0,100,0.125,100,0.125,0,0.0,0,0,0,0,0,0,3,-62.703151859706736,0.0,0.1773608385329715,2.624412983160994,0.1144591995427661,0.2402624775231769,1.0685048238591324,2.624412983160994,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
82,64800,65600,800,-4.343903206797702,-3475.122565438161,-4.343903206797702,-3475.122565438161,0.0,0.0,85,0.10625,85,0.10625,0,0.0,0,0,0,0,0,0,3,-67.03032611512424,0.0,0.1773170255957161,2.612183770217314,0.1150445540756281,0.2395894971158042,1.071831597416082,2.612183770217314,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
83,65600,66400,800,-4.357035873500904,-3485.628698800724,-4.357035873500904,-3485.628698800724,0.0,0.0,85,0.10625,85,0.10625,0,0.0,0,0,0,0,0,0,2,-64.72717907052868,0.0,0.1829019279005901,2.5895904172894006,0.1137491909164082,0.2520546648847721,1.06296742083593,2.5895904172894006,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
84,66400,67200,800,-4.287162178256036,-3429.729742604829,-4.287162178256036,-3429.729742604829,0.0,0.0,70,0.0875,70,0.0875,0,0.0,0,0,0,0,0,0,2,-66.13603867763538,0.0,0.1777041844529073,2.572942604002094,0.113768940150538,0.2416394287552766,1.0611396867199132,2.572942604002094,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
85,67200,68000,800,-4.254912667678626,-3403.930134142901,-4.254912667678626,-3403.930134142901,0.0,0.0,77,0.09625,77,0.09625,0,0.0,0,0,0,0,0,0,2,-65.59778218904205,0.0,0.1754751153325684,2.571916309397352,0.1136231260598309,0.2373271046053059,1.0671265879637932,2.571916309397352,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
86,68000,68800,800,-4.243739930579716,-3394.9919444637726,-4.243739930579716,-3394.9919444637726,0.0,0.0,65,0.08125,65,0.08125,0,0.0,0,0,0,0,0,0,2,-67.77750940719557,0.0,0.1769037664076528,2.5762441980638187,0.1129284292676403,0.2408791035476654,1.0621650887356928,2.5762441980638187,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
87,68800,69600,800,-4.249079794128907,-3399.263835303125,-4.249079794128907,-3399.263835303125,0.0,0.0,58,0.0725,58,0.0725,0,0.0,0,0,0,0,0,0,2,-68.43444231145497,0.0,0.1701861217774722,2.6389563936096465,0.1145494817477538,0.2258227618071905,1.0710232074776025,2.6389563936096465,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
88,69600,70400,800,-4.301118927839708,-3440.8951422717664,-4.301118927839708,-3440.8951422717664,0.0,0.0,92,0.115,92,0.115,0,0.0,0,0,0,0,0,0,2,-64.71623936753326,0.0,0.1726854597738697,2.663690970033485,0.1150890623868555,0.2302818571608838,1.07218952374398,2.663690970033485,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
89,70400,71200,800,-4.308587815580778,-3446.8702524646224,-4.308587815580778,-3446.8702524646224,0.0,0.0,68,0.085,68,0.085,0,0.0,0,0,0,0,0,0,2,-65.01083974850383,0.0,0.1702220341498153,2.687135835789036,0.115422286858543,0.2250217814410875,1.0727720657026183,2.687135835789036,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
90,71200,72000,800,-4.223227388301564,-3378.581910641251,-4.223227388301564,-3378.581910641251,0.0,0.0,91,0.11375,91,0.11375,0,0.0,0,0,0,0,0,0,2,-65.96496779448148,0.0,0.1649601691480501,2.630454852643709,0.1149178214266882,0.215002516869412,1.0747385362232982,2.630454852643709,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
91,72000,72800,800,-4.262506923474264,-3410.0055387794114,-4.262506923474264,-3410.0055387794114,0.0,0.0,96,0.12,96,0.12,0,0.0,0,0,0,0,0,0,3,-62.44465054021862,0.0,0.1705239112179868,2.6044876969365305,0.1146567931008824,0.2263910293350912,1.0760094960923925,2.6044876969365305,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
92,72800,73600,800,-4.22321273771518,-3378.570190172144,-4.22321273771518,-3378.570190172144,0.0,0.0,78,0.0975,78,0.0975,0,0.0,0,0,0,0,0,0,2,-63.42409366127458,0.0,0.1684798172958581,2.555567125123389,0.1157162544518102,0.221243380139906,1.0771587342421127,2.555567125123389,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
93,73600,74400,800,-4.085149193914831,-3268.1193551318647,-4.085149193914831,-3268.1193551318647,0.0,0.0,50,0.0625,50,0.0625,0,0.0,0,0,0,0,0,0,3,-64.56168336492169,0.0,0.1610646186839806,2.556471163121671,0.1133732191873826,0.2087560181805786,1.0728035207094275,2.556471163121671,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
94,74400,75200,800,-4.14894033953614,-3319.152271628912,-4.14894033953614,-3319.152271628912,0.0,0.0,66,0.0825,66,0.0825,0,0.0,0,0,0,0,0,0,3,-65.38853741211653,0.0,0.1627805329211988,2.595292003731288,0.1147298958095325,0.2108311700328652,1.0780826460760111,2.595292003731288,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
95,75200,76000,800,-4.08451480367669,-3267.611842941352,-4.08451480367669,-3267.611842941352,0.0,0.0,81,0.10125,81,0.10125,0,0.0,0,0,0,0,0,0,4,-64.56039554353208,0.0,0.1627375381918628,2.557606361310945,0.1132480621324226,0.2122270142513029,1.064615765901253,2.557606361310945,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
96,76000,76800,800,-4.168651254364438,-3334.9210034915504,-4.168651254364438,-3334.9210034915504,0.0,0.0,51,0.06375,51,0.06375,0,0.0,0,0,0,0,0,0,2,-65.89289800272297,0.0,0.1635314260159422,2.595181844782303,0.114721273752839,0.2123415782790455,1.085058733400612,2.595181844782303,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
97,76800,77600,800,-4.249520284456424,-3399.6162275651395,-4.249520284456424,-3399.6162275651395,0.0,0.0,59,0.07375,59,0.07375,0,0.0,0,0,0,0,0,0,3,-68.10307331343608,0.0,0.1671506058640703,2.723197465254429,0.1164069718043818,0.2178942399237587,1.0898206343663437,2.723197465254429,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
98,77600,78400,800,-4.1405733612373785,-3312.458688989903,-4.1405733612373785,-3312.458688989903,0.0,0.0,30,0.0375,30,0.0375,0,0.0,0,0,0,0,0,0,3,-62.850294147277054,0.0,0.1585560485151455,2.5393137265762107,0.114629099792362,0.2024829972379291,1.0776475342792708,2.5393137265762107,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
99,78400,79200,800,-4.073420925329207,-3258.7367402633654,-4.073420925329207,-3258.7367402633654,0.0,0.0,17,0.02125,17,0.02125,0,0.0,0,0,0,0,0,0,4,-63.66091669493551,0.0,0.1583276900289733,2.5193488149830614,0.113650640961129,0.2030047390968176,1.076465678337518,2.5193488149830614,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
100,79200,80000,800,-4.067913205677454,-3254.330564541963,-4.067913205677454,-3254.330564541963,0.0,0.0,14,0.0175,14,0.0175,0,0.0,0,0,0,0,0,0,2,-63.7552212696844,0.0,0.1605550720802331,2.557073381349824,0.1133774245904583,0.207732719570008,1.073484870776888,2.557073381349824,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
101,80000,80800,800,-4.098597257140572,-3278.8778057124573,-4.098597257140572,-3278.8778057124573,0.0,0.0,34,0.0425,34,0.0425,0,0.0,0,0,0,0,0,0,4,-65.42952479746214,0.0,0.1605381389031909,2.581010264628219,0.1139374057740448,0.2071388720323369,1.07765725115178,2.581010264628219,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
102,80800,81600,800,-4.015203568632959,-3212.162854906368,-4.015203568632959,-3212.162854906368,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,2,-65.8714812761898,0.0,0.1606733187979775,2.592759000698095,0.1123379930193087,0.2090086445766462,1.062327757560578,2.592759000698095,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
103,81600,82400,800,-4.094695383549136,-3275.7563068393088,-4.094695383549136,-3275.7563068393088,0.0,0.0,30,0.0375,30,0.0375,0,0.0,0,0,0,0,0,0,3,-67.71868350724003,0.0,0.1595804519108471,2.580740126533499,0.1137520397189967,0.2054088641026975,1.074095722756509,2.580740126533499,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
104,82400,83200,800,-4.191750633723324,-3353.4005069786585,-4.191750633723324,-3353.4005069786585,0.0,0.0,27,0.03375,27,0.03375,0,0.0,0,0,0,0,0,0,3,-63.73034912897219,0.0,0.1634853300657589,2.645099375651341,0.1155605868791355,0.2114100732523824,1.0897920378948576,2.645099375651341,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
105,83200,84000,800,-4.190762165189558,-3352.6097321516468,-4.190762165189558,-3352.6097321516468,0.0,0.0,33,0.04125,33,0.04125,0,0.0,0,0,0,0,0,0,4,-69.52883026885615,0.0,0.1622644612166751,2.621309729671509,0.115363108225882,0.2091658142074682,1.0843622723251705,2.621309729671509,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
106,84000,84800,800,-4.146880930672305,-3317.504744537844,-4.146880930672305,-3317.504744537844,0.0,0.0,16,0.02,16,0.02,0,0.0,0,0,0,0,0,0,3,-67.01373034738674,0.0,0.1617941685927679,2.593321054573778,0.1143661674508463,0.2092221697346896,1.0767683722004588,2.593321054573778,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
107,84800,85600,800,-4.162277491570596,-3329.821993256477,-4.162277491570596,-3329.821993256477,0.0,0.0,33,0.04125,33,0.04125,0,0.0,0,0,0,0,0,0,2,-64.7877012027983,0.0,0.1635184149167412,2.643498845632905,0.1146462396361694,0.2123905901973131,1.080341727179626,2.643498845632905,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
108,85600,86400,800,-4.028638487703076,-3222.910790162461,-4.028638487703076,-3222.910790162461,0.0,0.0,16,0.02,16,0.02,0,0.0,0,0,0,0,0,0,4,-65.17489492001755,0.0,0.1600417528673687,2.601288911178756,0.1127779301527534,0.2073055755819839,1.0732125727687531,2.601288911178756,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
109,86400,87200,800,-4.214229402273212,-3371.383521818569,-4.214229402273212,-3371.383521818569,0.0,0.0,28,0.035,28,0.035,0,0.0,0,0,0,0,0,0,3,-67.64384438008119,0.0,0.1639125285107761,2.6668905600556627,0.1156027736013659,0.2122222834201864,1.0860410760919934,2.6668905600556627,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
110,87200,88000,800,-4.092509194211077,-3274.0073553688617,-4.092509194211077,-3274.0073553688617,0.0,0.0,27,0.03375,27,0.03375,0,0.0,0,0,0,0,0,0,5,-64.64847293535217,0.0,0.1649847634539018,2.6747974383700357,0.112735455644025,0.2172340712637786,1.0702426930104014,2.6747974383700357,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
111,88000,88800,800,-3.979112017566103,-3183.289614052882,-3.979112017566103,-3183.289614052882,0.0,0.0,47,0.05875,47,0.05875,0,0.0,0,0,0,0,0,0,5,-63.93155932441903,0.0,0.1594797377585606,2.5905553338084246,0.1119199011787236,0.2070395743383976,1.0704976763374603,2.5905553338084246,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
112,88800,89600,800,-4.139596987001924,-3311.6775896015392,-4.139596987001924,-3311.6775896015392,0.0,0.0,28,0.035,28,0.035,0,0.0,0,0,0,0,0,0,4,-65.59171283869921,0.0,0.1641305580751536,2.6825611614247578,0.1139728385883789,0.2142882775619283,1.0777481506603546,2.6825611614247578,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
113,89600,90400,800,-4.146012062852972,-3316.8096502823773,-4.146012062852972,-3316.8096502823773,0.0,0.0,66,0.0825,66,0.0825,0,0.0,0,0,0,0,0,0,4,-64.06002216825448,0.0,0.1634406159988108,2.6591140682818377,0.1142911204782727,0.2125901115193489,1.072535244004877,2.6591140682818377,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
114,90400,91200,800,-4.105695747377853,-3284.556597902282,-4.105695747377853,-3284.556597902282,0.0,0.0,49,0.06125,49,0.06125,0,0.0,0,0,0,0,0,0,3,-64.38862489726534,0.0,0.1602096594815931,2.5727022300751514,0.1138827252353692,0.2065365937278171,1.074760588262305,2.5727022300751514,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
115,91200,92000,800,-4.104692204737852,-3283.753763790281,-4.104692204737852,-3283.753763790281,0.0,0.0,51,0.06375,51,0.06375,0,0.0,0,0,0,0,0,0,4,-64.69373067226286,0.0,0.1588579677775654,2.5686594941030307,0.1140086378470785,0.2037072977080522,1.071707521043471,2.5686594941030307,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
116,92000,92800,800,-4.158425890439528,-3326.7407123516223,-4.158425890439528,-3326.7407123516223,0.0,0.0,31,0.03875,31,0.03875,0,0.0,0,0,0,0,0,0,4,-65.07841537054207,0.0,0.160765894909337,2.644953623862193,0.114661236600654,0.2068705532180199,1.083344052525696,2.644953623862193,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
117,92800,93600,800,-4.159100538366948,-3327.280430693558,-4.159100538366948,-3327.280430693558,0.0,0.0,43,0.05375,43,0.05375,0,0.0,0,0,0,0,0,0,3,-66.29416634101642,0.0,0.1608843525443032,2.5935625151641943,0.1146640838292271,0.2071046212593794,1.0825427379371997,2.5935625151641943,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
118,93600,94400,800,-4.0440706558449815,-3235.256524675985,-4.0440706558449815,-3235.256524675985,0.0,0.0,33,0.04125,33,0.04125,0,0.0,0,0,0,0,0,0,4,-67.43633285827343,0.0,0.1573131638161969,2.6110920921608454,0.1131547212619949,0.2014716063703988,1.0751842549826045,2.6110920921608454,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
119,94400,95200,800,-4.139890735252369,-3311.9125882018952,-4.139890735252369,-3311.9125882018952,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,5,-68.16667132919702,0.0,0.1590897644919153,2.587289728115138,0.1148996480891032,0.2032798808947274,1.087848577797356,2.587289728115138,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
120,95200,96000,800,-4.1613773441772,-3329.1018753417607,-4.1613773441772,-3329.1018753417607,0.0,0.0,33,0.04125,33,0.04125,0,0.0,0,0,0,0,0,0,3,-62.79573079142415,0.0,0.1604361105882796,2.5801053573365493,0.1151949059383112,0.205677315238248,1.0865790836038438,2.5801053573365493,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
121,96000,96800,800,-4.164162398834645,-3331.3299190677158,-4.164162398834645,-3331.3299190677158,0.0,0.0,35,0.04375,35,0.04375,0,0.0,0,0,0,0,0,0,3,-67.039411901152,0.0,0.1609704460674548,2.5934836117653504,0.1148279075630352,0.2071129845718744,1.080445188571716,2.5934836117653504,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
122,96800,97600,800,-4.111979050072283,-3289.5832400578265,-4.111979050072283,-3289.5832400578265,0.0,0.0,60,0.075,60,0.075,0,0.0,0,0,0,0,0,0,3,-63.60111323718672,0.0,0.1659835428239709,2.7274296557067146,0.1131905900432698,0.2187764956046721,1.068865598721572,2.7274296557067146,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
123,97600,98400,800,-4.302225903547699,-3441.780722838159,-4.302225903547699,-3441.780722838159,0.0,0.0,57,0.07125,57,0.07125,0,0.0,0,0,0,0,0,0,4,-62.426144774882346,0.0,0.1682332204818455,2.6215986892094065,0.1162634746184043,0.2202029663452868,1.0877922356947152,2.6215986892094065,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
124,98400,99200,800,-4.138045829283661,-3310.436663426929,-4.138045829283661,-3310.436663426929,0.0,0.0,47,0.05875,47,0.05875,0,0.0,0,0,0,0,0,0,4,-66.79234796502044,0.0,0.1630460934002923,2.6540446113326084,0.1141344575273208,0.2119577292732638,1.0707571576019674,2.6540446113326084,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
125,99200,100000,800,-4.135412399886446,-3308.329919909157,-4.135412399886446,-3308.329919909157,0.0,0.0,21,0.02625,21,0.02625,0,0.0,0,0,0,0,0,0,5,-64.72641299554289,0.0,0.166592753398624,2.735607361478401,0.1134025271478453,0.2197829796494026,1.0950949611285443,2.735607361478401,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
126,100000,100800,800,-4.2331169456090345,-3386.493556487228,-4.2331169456090345,-3386.493556487228,0.0,0.0,35,0.04375,35,0.04375,0,0.0,0,0,0,0,0,0,5,-68.89155879615669,0.0,0.1689953626181644,2.6802972939008214,0.1148044829948571,0.2231862422414717,1.0874291031059045,2.6802972939008214,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
127,100800,101600,800,-4.542368578648024,-3633.89486291842,-4.542368578648024,-3633.89486291842,0.0,0.0,15,0.01875,15,0.01875,0,0.0,0,0,0,0,0,0,3,-50.91445852595939,0.0,0.1740817209855197,2.7483858404506805,0.1191020007883267,0.2290614411827126,1.0856792963526345,2.7483858404506805,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
128,101600,102400,800,-4.15687244629779,-3325.497957038232,-4.15687244629779,-3325.497957038232,0.0,0.0,31,0.03875,31,0.03875,0,0.0,0,0,0,0,0,0,5,-63.58670958298512,0.0,0.1634339124040555,2.6230029384961995,0.1139814122940175,0.2128864125140936,1.0831643078105402,2.6230029384961995,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
129,102400,103200,800,-4.154839935637809,-3323.8719485102474,-4.154839935637809,-3323.8719485102474,0.0,0.0,46,0.0575,46,0.0575,0,0.0,0,0,0,0,0,0,5,-67.46517308072976,0.0,0.1614762013146626,2.578674300545458,0.1143513748438202,0.208601027785505,1.0789047336758757,2.578674300545458,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
130,103200,104000,800,-4.042589576920945,-3234.0716615367564,-4.042589576920945,-3234.0716615367564,0.0,0.0,31,0.03875,31,0.03875,0,0.0,0,0,0,0,0,0,6,-62.362422341060096,0.0,0.1610056430571442,2.574448187893722,0.1123837690683236,0.2096275170459648,1.06893465636721,2.574448187893722,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
131,104000,104800,800,-4.057164483101541,-3245.7315864812326,-4.057164483101541,-3245.7315864812326,0.0,0.0,26,0.0325,26,0.0325,0,0.0,0,0,0,0,0,0,6,-63.82362981467463,0.0,0.1619239424357407,2.583506479897665,0.1123474696732155,0.2115004151982659,1.06539085152854,2.583506479897665,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
132,104800,105600,800,-4.050516314698714,-3240.413051758971,-4.050516314698714,-3240.413051758971,0.0,0.0,25,0.03125,25,0.03125,0,0.0,0,0,0,0,0,0,5,-63.19571612569666,0.0,0.1635504050596351,2.690245778927874,0.1121796535711915,0.2149211565480787,1.063443258860601,2.690245778927874,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
133,105600,106400,800,-4.09722787904375,-3277.782303235,-4.09722787904375,-3277.782303235,0.0,0.0,71,0.08875,71,0.08875,0,0.0,0,0,0,0,0,0,4,-66.96646627105667,0.0,0.1682097807781839,2.6647649567561302,0.1121809516158952,0.2242386099404726,1.06926863184523,2.6647649567561302,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
134,106400,107200,800,-4.116673577026828,-3293.3388616214625,-4.116673577026828,-3293.3388616214625,0.0,0.0,34,0.0425,34,0.0425,0,0.0,0,0,0,0,0,0,5,-65.63966206582847,0.0,0.1642312719969949,2.663550939096524,0.1134389825369014,0.2150235614570884,1.0777475506755576,2.663550939096524,OF-MPC pretrained no gate,OF-MPC pretrained,False,full_RL
